8469,2021,Software Engineer,Python,,,C,C++,,,,,,,,,,,
8470,2021,Other,,,,,,,,,,,,,,,,
8471,2021,Research Scientist,Python,R,,,,,,,,,,,,,,
8472,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
8473,2021,Student,Python,R,SQL,,,,,,,,,,,,,
8474,2021,Machine Learning Engineer,Python,,,,,,,,,,MATLAB,,,,,
8475,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8476,2021,Research Scientist,Python,,,,,,,Julia,,Bash,,,,,,
8477,2021,Machine Learning Engineer,Python,R,SQL,C,C++,Java,,,,,,,,,,
8478,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8479,2021,Other,Python,,SQL,,,,,,,,,,,,,
8480,2021,Other,,R,,C,C++,,,,,,,,Other,,,
8481,2021,Program/Project Manager,,,,,,,,,,,,,,,,
8482,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8483,2021,Data Scientist,Python,,SQL,,C++,,,,,,,,,,,
8484,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8485,2021,Data Scientist,Python,,SQL,,,,Javascript,,,,,,Other,,,
8486,2021,Other,Python,R,,,,,,,,,,,,,,
8487,2021,Data Scientist,Python,,,,C++,,,,,,,,,,,
8488,2021,Other,Python,,,,,,,,,,,,,,,
8489,2021,Software Engineer,,,,C,,,,,,,,,,,,
8490,2021,Software Engineer,Python,,,,C++,,,,,,,,,,,
8491,2021,Data Scientist,Python,R,SQL,C,C++,Java,Javascript,,,,,,Other,,,
8492,2021,Other,Python,,,,,,,,,,,,,,,
8493,2021,Software Engineer,,,SQL,,,Java,Javascript,,,Bash,,,,,,
8494,2021,Other,Python,R,,,,,,,,Bash,,,,,,
8495,2021,Data Scientist,Python,,SQL,,,,Javascript,,,,,,,,,
8496,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8497,2021,Data Scientist,Python,,,,C++,,,,,,,,,,,
8498,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8499,2021,Machine Learning Engineer,Python,,,,,Java,Javascript,,,,,,,,,
8500,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
8501,2021,Machine Learning Engineer,Python,,,,C++,,,,,,MATLAB,,,,,
8502,2021,Student,Python,,SQL,C,C++,Java,Javascript,,,,,,,,,
8503,2021,Other,Python,,,,,,,,,,,,,,,
8504,2021,Product Manager,Python,R,,,,,,,,,,,,,,
8505,2021,Currently not employed,,,,,,,,,,,MATLAB,,,,,
8506,2021,Student,Python,,,,,,,,,,MATLAB,,,,,
8507,2021,Research Scientist,Python,,,C,,,,,,,MATLAB,,,,,
8508,2021,Other,Python,,SQL,C,C++,Java,,,,,,,,,,
8509,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8510,2021,Software Engineer,Python,,,,,Java,Javascript,,,,,,,,,
8511,2021,Data Analyst,Python,,SQL,,,,,,,,MATLAB,,,,,
8512,2021,DBA/Database Engineer,Python,,SQL,,,,,,,,,,,,,
8513,2021,Business Analyst,Python,R,SQL,,,,,,,,,,,,,
8514,2021,Research Scientist,Python,,,C,,,,,,,MATLAB,,,,,
8515,2021,Student,Python,R,,,,,,,,,MATLAB,,,,,
8516,2021,Student,Python,,,,,,,,,,,,,,,
8517,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8518,2021,Data Analyst,Python,,,,,,,,,,,,,,,
8519,2021,Other,Python,,SQL,,,,,,,,,,,,,
8520,2021,Student,Python,,,C,C++,,Javascript,,,,,,,,,
8521,2021,Student,Python,,,,,,,,,,,,,,,
8522,2021,Business Analyst,Python,,SQL,,,,,,,,,,,,,
8523,2021,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
8524,2021,Program/Project Manager,,R,,,,,,,,,,,,,,
8525,2021,Data Scientist,Python,R,SQL,,,,,,,Bash,MATLAB,,,,,
8526,2021,Student,Python,,,,,,,,,,,,,,,
8527,2021,Research Scientist,Python,,,,,,,,,Bash,,,,,,
8528,2021,Other,Python,,SQL,,,,,,,,,,,,,
8529,2021,Other,,,,,,,,,,,,None,,,,
8530,2021,Data Analyst,Python,R,SQL,,,,,,,,MATLAB,,Other,,,
8531,2021,Other,Python,,SQL,,,,Javascript,,,,,,Other,,,
8532,2021,Business Analyst,,,,,,,,,,,,,,,,
8533,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8534,2021,Data Analyst,Python,R,SQL,C,C++,Java,Javascript,,,,,,,,,
8535,2021,Research Scientist,,,,,,,,,,,,,,,,
8536,2021,Data Scientist,Python,R,SQL,,,,,,,Bash,,,,,,
8537,2021,Student,Python,,,C,C++,,,,,,MATLAB,,,,,
8538,2021,Statistician,,,,,,,,,,,MATLAB,,,,,
8539,2021,Student,Python,,SQL,,,Java,,,,,,,,,,
8540,2021,Student,Python,,,,,,,,,,,,,,,
8541,2021,Software Engineer,Python,,SQL,,,,Javascript,,,,,,Other,,,
8542,2021,Machine Learning Engineer,Python,,SQL,C,C++,Java,Javascript,,,,,,,,,
8543,2021,Data Analyst,Python,,,,,,,,,,,,,,,
8544,2021,Machine Learning Engineer,Python,,SQL,C,C++,,,,,,,,,,,
8545,2021,Data Analyst,Python,,,,,,,,,,,,,,,
8546,2021,Student,Python,,,,C++,,,,,,,,,,,
8547,2021,Other,Python,,,,,,,,,,,,,,,
8548,2021,Machine Learning Engineer,Python,,SQL,C,C++,Java,,,,,MATLAB,,,,,
8549,2021,Student,Python,,,,,,,,,,,,,,,
8550,2021,Business Analyst,Python,,SQL,,,,,,,,,,Other,,,
8551,2021,Student,Python,,,,,Java,,,,,,,,,,
8552,2021,Student,,,,C,,,,,,,,,,,,
8553,2021,Software Engineer,Python,,,,,,,,,,,,Other,,,
8554,2021,Software Engineer,Python,,SQL,C,C++,Java,Javascript,,,Bash,,,,,,
8555,2021,Data Scientist,Python,,,C,C++,,,,,,,,,,,
8556,2021,Data Scientist,Python,,,,,Java,,,,,,,,,,
8557,2021,Student,Python,,,,,,,,,,,,,,,
8558,2021,Data Scientist,Python,R,SQL,C,C++,Java,Javascript,,,,,,,,,
8559,2021,Data Analyst,Python,,SQL,,,,,,,,,,Other,,,
8560,2021,Student,,,,,,,,,,,,,,,,
8561,2021,Program/Project Manager,Python,,SQL,,,,,,,,,,,,,
8562,2021,Student,Python,,,,C++,Java,,,,,MATLAB,,,,,
8563,2021,Business Analyst,Python,,,,,,Javascript,,,,,,Other,,,
8564,2021,Software Engineer,,,,,,Java,,,,,,,Other,,,
8565,2021,Student,Python,,,,C++,,,,,,,,,,,
8566,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8567,2021,Student,Python,,,,,,,,,,,,,,,
8568,2021,Machine Learning Engineer,Python,R,,,,Java,,,,,,,,,,
8569,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8570,2021,Other,Python,,,,,,Javascript,,,,,,,,,
8571,2021,Other,,,,,,,,,,,,None,,,,
8572,2021,Software Engineer,Python,R,SQL,,,,Javascript,,,,,,,,,
8573,2021,Other,Python,,SQL,,,,,,,,,,,,,
8574,2021,Data Scientist,Python,R,,,,,,,,,MATLAB,,,,,
8575,2021,Student,Python,R,SQL,C,C++,,,,,,,,,,,
8576,2021,Student,Python,,,,,,,,,,MATLAB,,,,,
8577,2021,Student,Python,,,,,Java,,,,,,,,,,
8578,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8579,2021,Student,Python,,,,,,,,,,,,,,,
8580,2021,Data Analyst,Python,,,,,,,,,,,,,,,
8581,2021,Other,,,SQL,,,,Javascript,,,,,,,,,
8582,2021,Business Analyst,,,,,,,,,,,,,,,,
8583,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
8584,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
8585,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8586,2021,Student,Python,,,,,,,,,,,,,,,
8587,2021,Data Scientist,Python,R,SQL,,,,,,,,MATLAB,,,,,
8588,2021,Student,Python,,,C,C++,,,,,,MATLAB,,,,,
8589,2021,Student,Python,R,SQL,C,C++,Java,Javascript,,,,,,,,,
8590,2021,DBA/Database Engineer,,,SQL,,,,,,,,,,,,,
8591,2021,Data Scientist,Python,R,,,,,,,,,,,,,,
8592,2021,Other,Python,,,,,,,,,,,,,,,
8593,2021,Student,Python,,SQL,,,,,,,,,,,,,
8594,2021,Machine Learning Engineer,Python,,SQL,,C++,,,,,,,,,,,
8595,2021,Data Scientist,Python,,SQL,,,,Javascript,,,,,,,,,
8596,2021,Software Engineer,Python,,,,,,,,,,,,,,,
8597,2021,Other,Python,,,,,,,,,,,,,,,
8598,2021,Software Engineer,,,,C,C++,,,,,,,,,,,
8599,2021,Student,Python,,,C,C++,,,,,,,,,,,
8600,2021,Currently not employed,Python,,SQL,C,,,,,,,,,,,,
8601,2021,Currently not employed,Python,,,C,,Java,,,,,,,,,,
8602,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8603,2021,Student,Python,,,,,,,,,,,,,,,
8604,2021,Student,Python,,,,,,,,,,,,,,,
8605,2021,Student,Python,,,,C++,,,,,,,,,,,
8606,2021,Data Engineer,Python,,SQL,C,,,Javascript,,,,MATLAB,,,,,
8607,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8608,2021,Data Scientist,Python,,SQL,,,,,,,,MATLAB,,,,,
8609,2021,Data Analyst,Python,,,,,,,,,,,,,,,
8610,2021,Software Engineer,,,SQL,,,,Javascript,,,,,,,,,
8611,2021,Product Manager,Python,,SQL,,C++,,,,,Bash,,,,,,
8612,2021,Data Analyst,Python,,,,,,,,,,MATLAB,,,,,
8613,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
8614,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8615,2021,Data Scientist,Python,R,,C,,Java,,,,,MATLAB,,,,,
8616,2021,Student,Python,,,,,,,,,,MATLAB,,,,,
8617,2021,Business Analyst,Python,,,C,,,,,,,,,,,,
8618,2021,Currently not employed,Python,R,SQL,C,C++,Java,Javascript,,,,,,,,,
8619,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8620,2021,Data Analyst,,R,SQL,,,,,,,,,,,,,
8621,2021,Student,Python,,,,,,,,,,,,,,,
8622,2021,Student,Python,,SQL,,C++,,Javascript,,,Bash,,,,,,
8623,2021,Student,Python,,,,,,,,,,,,,,,
8624,2021,Program/Project Manager,Python,R,,C,,,,,,,MATLAB,,,,,
8625,2021,Program/Project Manager,,,SQL,,,,,,,,,,Other,,,
8626,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8627,2021,Software Engineer,,,,,,Java,,,,,,,,,,
8628,2021,Data Analyst,Python,,SQL,C,C++,,,,,,,,,,,
8629,2021,Software Engineer,Python,,SQL,C,,,,,,,,,,,,
8630,2021,Program/Project Manager,Python,,SQL,C,C++,Java,,,,,,,,,,
8631,2021,Student,Python,,,,,,,,,,,,,,,
8632,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8633,2021,Data Analyst,Python,,,,,,,,,,,,,,,
8634,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
8635,2021,Student,,,,C,,,,,,,,,,,,
8636,2021,Software Engineer,Python,,,,C++,,,,,,,,,,,
8637,2021,Student,Python,,,,,,Javascript,,,,,,,,,
8638,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
8639,2021,Program/Project Manager,,R,,,,,,,,,,,,,,
8640,2021,Data Engineer,Python,R,SQL,,,,Javascript,,,,,,,,,
8641,2021,Student,Python,R,SQL,,,,,,,,,,,,,
8642,2021,Business Analyst,Python,,SQL,,,,,,,,,,,,,
8643,2021,Business Analyst,Python,,,,,Java,Javascript,,,,,,,,,
8644,2021,Software Engineer,Python,,,,,,Javascript,,,,,,,,,
8645,2021,Student,Python,,,,,,Javascript,,,,,,,,,
8646,2021,Student,Python,R,SQL,C,C++,,Javascript,,,,,,,,,
8647,2021,Currently not employed,Python,,SQL,,,,,,,,,,,,,
8648,2021,Other,Python,,,,,,,,,,,,,,,
8649,2021,Software Engineer,Python,,SQL,C,C++,Java,,,,,,,,,,
8650,2021,Machine Learning Engineer,Python,,,,C++,,,,,,,,,,,
8651,2021,Software Engineer,Python,,,,,,,,,,,,,,,
8652,2021,Data Analyst,,,,,,,,,,,,None,,,,
8653,2021,Research Scientist,Python,,SQL,C,C++,Java,Javascript,Julia,,Bash,,,,,,
8654,2021,Data Analyst,Python,R,,,,,,,,,,,,,,
8655,2021,Data Scientist,Python,R,SQL,C,C++,,,,,,MATLAB,,Other,,,
8656,2021,Statistician,,R,,,,,,,,,,,,,,
8657,2021,Business Analyst,,,,,,,,,,,,,Other,,,
8658,2021,Student,Python,R,SQL,,,,,,,,,,,,,
8659,2021,Data Scientist,Python,,,,C++,,,,,,,,,,,
8660,2021,Other,,,,,,,,,,,,,,,,
8661,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8662,2021,Student,Python,,SQL,,C++,Java,Javascript,,,,,,,,,
8663,2021,Student,Python,,,,,,,,,,,,,,,
8664,2021,Data Scientist,Python,,SQL,C,C++,,,,,,,,,,,
8665,2021,Data Engineer,Python,,SQL,C,C++,,,,,,,,,,,
8666,2021,Software Engineer,Python,,,C,C++,,,,,Bash,,,Other,,,
8667,2021,Currently not employed,Python,,SQL,,C++,Java,,,,,,,,,,
8668,2021,Software Engineer,Python,R,,C,,,,,,,MATLAB,,,,,
8669,2021,Student,Python,,,C,C++,Java,,,,,,,,,,
8670,2021,Data Scientist,Python,,SQL,,,,Javascript,,,,,,,,,
8671,2021,Software Engineer,,,,,,Java,Javascript,,,,,,,,,
8672,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8673,2021,DBA/Database Engineer,,,SQL,,,,Javascript,,,,,,,,,
8674,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8675,2021,Student,Python,,SQL,C,C++,Java,Javascript,,,,,,,,,
8676,2021,Software Engineer,Python,,SQL,C,,,Javascript,,,,,,Other,,,
8677,2021,Program/Project Manager,Python,,SQL,C,C++,,Javascript,,,,,,,,,
8678,2021,Statistician,Python,,,,,,,,,,,,,,,
8679,2021,Student,Python,,SQL,C,,,Javascript,,,,,,,,,
8680,2021,Data Scientist,Python,R,SQL,C,,,,,,,,,,,,
8681,2021,Research Scientist,,,,C,,,,,,,MATLAB,,,,,
8682,2021,Data Scientist,Python,R,SQL,,,,,,,,MATLAB,,,,,
8683,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
8684,2021,Student,Python,,,,,,,,,,,,,,,
8685,2021,Student,Python,R,,C,C++,,,,,,MATLAB,,,,,
8686,2021,Software Engineer,Python,,,,C++,,,,,,,,,,,
8687,2021,Software Engineer,Python,,,,,,,,,,,,,,,
8688,2021,Student,Python,,,C,C++,,,,,,,,,,,
8689,2021,Student,,,SQL,,,,,,,,,,,,,
8690,2021,Software Engineer,Python,,SQL,,,,,,,,,,Other,,,
8691,2021,Data Analyst,Python,,SQL,C,C++,,,,,,,,Other,,,
8692,2021,Research Scientist,,,,,,,,,,,,,Other,,,
8693,2021,Product Manager,,,,,,,,,,,,,,,,
8694,2021,Machine Learning Engineer,Python,R,,C,C++,,,,,,MATLAB,,,,,
8695,2021,Business Analyst,Python,,,,C++,,,,,,,,,,,
8696,2021,Student,Python,,SQL,C,C++,Java,,,,,MATLAB,,,,,
8697,2021,Machine Learning Engineer,Python,,SQL,C,,Java,Javascript,,,,,,,,,
8698,2021,Data Analyst,,R,SQL,,,,,,,,,,,,,
8699,2021,Currently not employed,Python,,,,,Java,,,,,,,,,,
8700,2021,Student,,,,C,C++,,,,,,,,,,,
8701,2021,Student,Python,,,,,,,,,,,,,,,
8702,2021,Student,Python,,,,,,,,,,,,,,,
8703,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
8704,2021,Data Scientist,Python,,SQL,,C++,Java,Javascript,,,,,,,,,
8705,2021,Data Analyst,Python,R,SQL,C,,Java,Javascript,,,,,,Other,,,
8706,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
8707,2021,Currently not employed,Python,,SQL,C,C++,,Javascript,,,Bash,,,Other,,,
8708,2021,Data Scientist,Python,,SQL,,,,,,,Bash,,,,,,
8709,2021,Student,Python,,,,,,,,,,,,,,,
8710,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8711,2021,Data Scientist,,,SQL,C,C++,Java,Javascript,,,,,,,,,
8712,2021,Student,Python,,,C,C++,,Javascript,,,,,,Other,,,
8713,2021,Research Scientist,Python,,,,,,,,,,MATLAB,,,,,
8714,2021,Developer Relations/Advocacy,Python,,,,,Java,,,,,,,,,,
8715,2021,Other,Python,R,,,,,,,,,,,,,,
8716,2021,Student,Python,,SQL,,,,,,,Bash,,,,,,
8717,2021,Business Analyst,Python,,SQL,,,,,,,,,,,,,
8718,2021,Business Analyst,,R,,,,,,,,,,,,,,
8719,2021,Research Scientist,Python,,,,,,Javascript,,,,,,Other,,,
8720,2021,Student,Python,R,SQL,,,,Javascript,,,,,,Other,,,
8721,2021,Software Engineer,Python,,,C,,,Javascript,,,,,,,,,
8722,2021,Research Scientist,Python,R,,,,,,,,,,,,,,
8723,2021,Data Scientist,Python,,,,C++,Java,Javascript,,,,MATLAB,,,,,
8724,2021,Other,Python,,,,,,,,,,MATLAB,,,,,
8725,2021,Research Scientist,,,,,,,,,,,,,,,,
8726,2021,Student,Python,,,,,,,,,,,,,,,
8727,2021,Machine Learning Engineer,Python,,,,,,,,,Bash,,,,,,
8728,2021,Student,Python,,,,,,,,,,,,,,,
8729,2021,Student,Python,,SQL,C,C++,Java,,,,,,,,,,
8730,2021,Student,,,,,,,,Julia,,,,,,,,
8731,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8732,2021,Business Analyst,Python,,,,,,,,,,,,,,,
8733,2021,Data Analyst,Python,R,SQL,,C++,Java,Javascript,,,,MATLAB,,,,,
8734,2021,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
8735,2021,Student,Python,R,SQL,C,C++,,,,,,MATLAB,,,,,
8736,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8737,2021,Product Manager,Python,,,,,,,,,,,,,,,
8738,2021,Other,Python,R,,,,,,,,,MATLAB,,,,,
8739,2021,Software Engineer,Python,,SQL,,,,Javascript,,,,,,Other,,,
8740,2021,Student,Python,R,,,,,,,,,,,,,,
8741,2021,Student,Python,,,C,,Java,,,,,,,,,,
8742,2021,Research Scientist,Python,,SQL,C,C++,,Javascript,,,,,,,,,
8743,2021,Student,Python,,,C,C++,,,,,,,,,,,
8744,2021,Student,Python,,,C,C++,,,,,,,,,,,
8745,2021,Data Scientist,Python,R,,,,,,,,,,,,,,
8746,2021,Student,Python,R,SQL,,,,,,,,,,,,,
8747,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
8748,2021,Other,,,,,,Java,,,,,,,Other,,,
8749,2021,Business Analyst,Python,R,,,,,,,,,,,,,,
8750,2021,Other,Python,,,,,,,,,,,,,,,
8751,2021,Student,Python,,,,C++,,,,,,,,,,,
8752,2021,Data Scientist,Python,,SQL,,C++,,Javascript,,,,,,,,,
8753,2021,Student,Python,,,,,,,,,Bash,,,,,,
8754,2021,Other,Python,,,C,,,,,,,MATLAB,,,,,
8755,2021,Data Scientist,Python,,,C,C++,,,,,,,,,,,
8756,2021,Data Scientist,Python,,SQL,,C++,,Javascript,,,,,,,,,
8757,2021,Student,Python,,,,,,,,,,,,,,,
8758,2021,Student,Python,,SQL,,C++,,,,,,,,,,,
8759,2021,Research Scientist,,R,SQL,,,,,,,,,,,,,
8760,2021,Data Scientist,,R,,,,,,,,,,,,,,
8761,2021,Student,Python,,,C,,,,,,,MATLAB,,,,,
8762,2021,Data Analyst,,,SQL,,,,,,,,,,,,,
8763,2021,Student,Python,,SQL,C,,,,,,,,,,,,
8764,2021,Research Scientist,Python,,,,,,,,,,MATLAB,,,,,
8765,2021,Product Manager,,,,,,,,,,,,,,,,
8766,2021,Software Engineer,Python,,SQL,,,,,,,,,,Other,,,
8767,2021,Data Engineer,Python,R,,,,,,,,,,,,,,
8768,2021,Data Engineer,Python,,SQL,,,,,,,,,,,,,
8769,2021,Student,,R,,,,,,,,,MATLAB,,,,,
8770,2021,Other,Python,,,,,,,,,,MATLAB,,Other,,,
8771,2021,Software Engineer,Python,,,,,Java,,,,,,,,,,
8772,2021,Student,Python,,,,,,Javascript,,,,,,Other,,,
8773,2021,Research Scientist,Python,R,,,,,,,,Bash,,,,,,
8774,2021,Data Analyst,Python,R,SQL,,,,Javascript,,,,MATLAB,,,,,
8775,2021,Student,Python,,,,,,,,,,,,,,,
8776,2021,Software Engineer,Python,,,C,C++,,,,,Bash,,,,,,
8777,2021,Research Scientist,Python,,,,,Java,Javascript,,,,,,,,,
8778,2021,Student,,,SQL,C,C++,Java,,,,,,,,,,
8779,2021,Student,Python,R,,,,,,,,,,,,,,
8780,2021,Data Analyst,Python,,SQL,,C++,,,,,,,,,,,
8781,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8782,2021,Other,Python,,,,,,,,,,,,,,,
8783,2021,Student,Python,R,,,C++,,,,,,,,,,,
8784,2021,Student,Python,,,,,,,,,,,,,,,
8785,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8786,2021,Machine Learning Engineer,Python,R,SQL,,,,,,,,,,,,,
8787,2021,Statistician,Python,R,,,,,,,,,,,,,,
8788,2021,Other,Python,R,,,,,,,,,,,,,,
8789,2021,Data Scientist,Python,,SQL,C,,Java,Javascript,,,,,,,,,
8790,2021,Data Analyst,Python,R,SQL,,,,,,,,,,,,,
8791,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8792,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8793,2021,Student,Python,R,SQL,,,Java,,,,,MATLAB,,,,,
8794,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8795,2021,Currently not employed,Python,,SQL,,,,,,,,,,Other,,,
8796,2021,Research Scientist,,,,,,,,,,,,None,,,,
8797,2021,Program/Project Manager,Python,R,SQL,,,,,,,Bash,,,Other,,,
8798,2021,Student,,,,,C++,,,,,,,,,,,
8799,2021,Student,Python,,,,,,,,,,,,,,,
8800,2021,Currently not employed,Python,,SQL,,,,,,,,,,,,,
8801,2021,Data Scientist,,,,,,,,,,,,,,,,
8802,2021,Machine Learning Engineer,Python,,SQL,,C++,,,,,,,,,,,
8803,2021,Statistician,Python,R,,,,,,,,,MATLAB,,,,,
8804,2021,Student,Python,,SQL,C,C++,,Javascript,,,,,,,,,
8805,2021,Software Engineer,Python,,,,,,,,,,,,,,,
8806,2021,Research Scientist,Python,R,,,,,,,,,,,,,,
8807,2021,Student,,,,,C++,,,,,,,,,,,
8808,2021,Data Analyst,Python,,SQL,,,,,,,,,,,,,
8809,2021,Machine Learning Engineer,Python,,SQL,,,,,,,,,,,,,
8810,2021,Other,Python,,,,,,,,,,,,,,,
8811,2021,Student,Python,,SQL,C,,,,,,,,,,,,
8812,2021,Software Engineer,Python,,,,,,Javascript,,,,,,,,,
8813,2021,Other,Python,,,C,C++,Java,,,,,MATLAB,,,,,
8814,2021,Research Scientist,Python,,,,,,,,,,,,,,,
8815,2021,Student,Python,,SQL,,,,,,,,,,,,,
8816,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8817,2021,Currently not employed,Python,,SQL,,,,Javascript,,,,,,,,,
8818,2021,Software Engineer,Python,,SQL,,,,Javascript,,,,,,,,,
8819,2021,Data Scientist,,,,,,,,,,,,,,,,
8820,2021,Program/Project Manager,Python,R,,,,,,,,,,,,,,
8821,2021,Student,Python,R,SQL,,,,,,,,,,,,,
8822,2021,Data Scientist,Python,,SQL,C,C++,Java,Javascript,,,,MATLAB,,,,,
8823,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8824,2021,Software Engineer,Python,,,,,Java,Javascript,,,,,,,,,
8825,2021,Software Engineer,Python,,,,C++,Java,,,,,,,,,,
8826,2021,Student,Python,,,,,,,,,,,,,,,
8827,2021,Currently not employed,Python,,SQL,,C++,,,,,,,,Other,,,
8828,2021,Business Analyst,Python,,SQL,,,,Javascript,,,,,,,,,
8829,2021,Machine Learning Engineer,Python,,,,,,,,,,,,,,,
8830,2021,Student,Python,,,,,Java,Javascript,,,,,,,,,
8831,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8832,2021,Data Scientist,Python,,SQL,,,,,,,,MATLAB,,,,,
8833,2021,Research Scientist,Python,R,SQL,,,Java,Javascript,,,,MATLAB,,,,,
8834,2021,Currently not employed,Python,,SQL,,,,,,,,MATLAB,,,,,
8835,2021,Data Engineer,Python,,SQL,,,,,,,,,,,,,
8836,2021,Other,Python,,SQL,,,,,,,,,,,,,
8837,2021,Software Engineer,Python,,,,,,,,,,,,,,,
8838,2021,Student,Python,,,,,,,,,,,,,,,
8839,2021,Student,Python,,,,C++,,,,,,,,,,,
8840,2021,Student,Python,,,,,,,,,,MATLAB,,,,,
8841,2021,Other,Python,,,,,,,,,Bash,,,,,,
8842,2021,Student,Python,,SQL,,,,,,,,,,,,,
8843,2021,Data Analyst,Python,,,,,,,,,,,,,,,
8844,2021,Product Manager,Python,,SQL,,,,,,,,,,,,,
8845,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8846,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8847,2021,Program/Project Manager,Python,R,SQL,C,C++,,,,,,MATLAB,,,,,
8848,2021,Other,,,,,,,,,,,,,,,,
8849,2021,Student,Python,,,,,,,,,,,,,,,
8850,2021,Software Engineer,Python,,,,,Java,Javascript,,,,,,,,,
8851,2021,Program/Project Manager,Python,,SQL,,C++,,Javascript,,,,,,,,,
8852,2021,Data Scientist,Python,R,SQL,C,C++,,,,,,MATLAB,,,,,
8853,2021,Student,Python,,,,,,,,,,,,,,,
8854,2021,Program/Project Manager,Python,,SQL,,,,,,,,,,,,,
8855,2021,Machine Learning Engineer,Python,,SQL,,,,,,Swift,,,,,,,
8856,2021,DBA/Database Engineer,Python,,SQL,,,,Javascript,Julia,,Bash,,,,,,
8857,2021,Program/Project Manager,Python,R,,,,,,,,Bash,,,,,,
8858,2021,Data Scientist,Python,,,,,,,,,,,,,,,
8859,2021,Student,Python,,,,,,,,,,,,,,,
8860,2021,Research Scientist,,,,,,,,,,,,,,,,
8861,2021,Student,Python,,,C,C++,,,,,,,,,,,
8862,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8863,2021,Currently not employed,Python,,,C,C++,Java,,,,,,,Other,,,
8864,2021,Data Scientist,Python,,SQL,,,,,,,,,,,,,
8865,2021,Business Analyst,,,,,,,,,,,,,,,,
8866,2021,Data Scientist,,R,,,,,,,,,,,,,,
8867,2021,Student,Python,,SQL,,C++,,Javascript,,,,,,,,,
8868,2021,Other,Python,,,C,,,,,,,,,Other,,,
8869,2021,Data Analyst,,,,C,C++,,,,,,,,,,,
8870,2021,Program/Project Manager,,,,,,,,,,,,,,,,
8871,2021,Business Analyst,,,SQL,,,,,,,,,,Other,,,
8872,2021,Student,Python,,,,,Java,,,,,,,,,,
8873,2021,Software Engineer,Python,,SQL,C,,,Javascript,,,Bash,,,Other,,,
8874,2021,Machine Learning Engineer,Python,,SQL,,C++,,,,Swift,Bash,,,,,,
8875,2021,Machine Learning Engineer,Python,,,,,Java,,,,,,,,,,
8876,2021,Student,Python,,,,,,,,,,,,,,,
8877,2021,Machine Learning Engineer,Python,,SQL,,,,Javascript,,,Bash,,,Other,,,
8878,2021,Data Scientist,,,,,,,,,,,,,,,,
8879,2021,Currently not employed,Python,,,,,,,,,,,,,,,
8880,2021,Other,,,,,,,,,,,,,Other,,,
8881,2021,Student,Python,,SQL,C,C++,Java,,,,,,,,,,
8882,2021,Student,Python,R,,,,,Javascript,,,Bash,,,,,,
